iter	Logloss
260	0.2800841442
261	0.2797635277
262	0.2793583652
263	0.279024542
264	0.2784605027
265	0.2779876438
266	0.2777038777
267	0.2772126182
268	0.2765597571
269	0.2760728022
270	0.2756823847
271	0.2752349327
272	0.2747884642
273	0.2743829052
274	0.2739799117
275	0.2736524777
276	0.2730822857
277	0.2726409192
278	0.2723649161
279	0.2721069541
280	0.2715147149
281	0.2712034122
282	0.270576169
283	0.2702291617
284	0.2698799487
285	0.2694853007
286	0.2689745322
287	0.2687718284
288	0.2683486175
289	0.2677706179
290	0.2673277354
291	0.2668407538
292	0.2663350455
293	0.2659587685
294	0.2652532333
295	0.2649175832
296	0.2646580773
297	0.264147576
298	0.2637130999
299	0.2633307383
300	0.2629443128
301	0.2620765484
302	0.2616420071
303	0.2612849426
304	0.2606875726
305	0.2602677771
306	0.259809533
307	0.2594633565
308	0.2591302829
309	0.2589022307
310	0.2583191191
311	0.2580587191
312	0.2575562016
313	0.2572439741
314	0.2568082299
315	0.2564356186
316	0.256120145
317	0.2558243549
318	0.2554364605
319	0.2549031636
320	0.2546851019
321	0.2544772045
322	0.2542516408
323	0.2539833048
324	0.2536959517
325	0.2532960072
326	0.2530557611
327	0.252807328
328	0.2524498975
329	0.2520850728
330	0.2518033761
331	0.2512567165
332	0.2505034279
333	0.2502420532
334	0.2500158709
335	0.2494541618
336	0.2491161052
337	0.2487978285
338	0.2485187902
339	0.2479831854
340	0.2475967686
341	0.2472201972
342	0.2469612643
343	0.2466365319
344	0.246403678
345	0.2461218446
346	0.2458509257
347	0.2455844143
348	0.2451151733
349	0.2447895248
350	0.244506315
351	0.2440469643
352	0.2436174885
353	0.2434301792
354	0.2431765949
355	0.2427555285
356	0.2424240493
357	0.2421517264
358	0.2417598366
359	0.2414127171
360	0.2409786183
361	0.2408070595
362	0.2404441078
363	0.2400167935
364	0.2397798589
365	0.2390126933
366	0.2383885705
367	0.238062833
368	0.2377163234
369	0.2374385758
370	0.2369391077
371	0.236398512
372	0.2361811413
373	0.2358466026
374	0.2356331163
375	0.2352154221
376	0.2348837915
377	0.2342561365
378	0.233850565
379	0.2335141707
380	0.2331591211
381	0.2328457317
382	0.2325589494
383	0.2322253672
384	0.2318994213
385	0.2315853244
386	0.2313453366
387	0.2310176077
388	0.2307218549
389	0.2305719074
390	0.2302352696
391	0.2296734048
392	0.2292785023
393	0.2288944981
394	0.228593412
395	0.2284371297
396	0.2280217181
397	0.2277912894
398	0.2275403882
399	0.2270056262
400	0.2266157729
401	0.2263231178
402	0.2260586666
403	0.2257614309
404	0.2252948073
405	0.2250414109
406	0.2248212145
407	0.2245591967
408	0.2242234454
409	0.2240214811
410	0.223583578
411	0.2234153914
412	0.2232425587
413	0.2228954468
414	0.2225438601
415	0.2221766389
416	0.2217980575
417	0.2213760728
418	0.2210828847
419	0.2207781009
420	0.2204431253
421	0.2201774187
422	0.2197930743
423	0.2195173892
424	0.2190669983
425	0.2187492411
426	0.2183724885
427	0.2180260531
428	0.2179398462
429	0.2177770655
430	0.2174736504
431	0.2171679969
432	0.2169143279
433	0.2164933601
434	0.2160033219
435	0.2156025799
436	0.215235019
437	0.2149851456
438	0.2147390655
439	0.2143802736
440	0.2141556208
441	0.2139220794
442	0.2136172763
443	0.2132501784
444	0.2129665181
445	0.2125747173
446	0.2123703902
447	0.2120536526
448	0.2117866501
449	0.2113457699
450	0.210967668
451	0.2107794956
452	0.2105826699
453	0.2102532677
454	0.2100817018
455	0.2097896953
456	0.2094343442
457	0.2089663029
458	0.2088102109
459	0.2085289448
460	0.2082232548
461	0.2080787709
462	0.207778644
463	0.2075505824
464	0.2072363913
465	0.2069261932
466	0.2066914431
467	0.2064993598
468	0.2062524207
469	0.206052603
470	0.2058407387
471	0.2055942922
472	0.2053192289
473	0.205100451
474	0.2049270703
475	0.2045327888
476	0.2042819321
477	0.2038087648
478	0.2035457452
479	0.2032460305
480	0.203078034
481	0.2029826869
482	0.2026787797
483	0.2022500691
484	0.2019644433
485	0.2017847847
486	0.2015325804
487	0.2012689061
488	0.2011384575
489	0.2008937495
490	0.2006131294
491	0.2003459383
492	0.2001979432
493	0.200010413
494	0.1997071693
495	0.1993958211
496	0.1992593862
497	0.1990320901
498	0.1987984833
499	0.1984643854
500	0.1981760877
501	0.1979752763
502	0.1976176877
503	0.1973601858
504	0.1971731702
505	0.1967360509
506	0.1964019866
507	0.1959936368
508	0.19573401
509	0.1956075373
510	0.1953110391
511	0.195031095
512	0.1948396078
513	0.1945963713
514	0.1942941032
515	0.1940577714
516	0.1938883131
517	0.1936395654
518	0.1935143469
519	0.1933477554
520	0.1931776436
521	0.1930153606
522	0.1929023757
523	0.1925534986
524	0.1922459283
525	0.1920227662
526	0.1918525359
527	0.1915755084
528	0.1914205375
529	0.1911975422
530	0.1909965715
531	0.1908744949
532	0.1906967927
533	0.1904894439
534	0.1902775466
535	0.1899709872
536	0.1898388319
537	0.1894444255
538	0.189246581
539	0.1890245398
540	0.1888869604
541	0.1887402368
542	0.188625343
543	0.1884565571
544	0.188189892
545	0.1878618249
546	0.1876281937
547	0.1873207345
548	0.1871744351
549	0.1868546561
550	0.1865724326
551	0.1864578098
552	0.1861953795
553	0.1858739196
554	0.1856135776
555	0.1854613852
556	0.1852513053
557	0.1850900679
558	0.184924604
559	0.1847458175
560	0.1844849837
561	0.1841831044
562	0.1838602014
563	0.1836934545
564	0.1833445652
565	0.1830264559
566	0.1828612319
567	0.1826812669
568	0.1825068512
569	0.1824068734
570	0.1820980131
571	0.1819300478
572	0.1815997944
573	0.1812138852
574	0.1810830529
575	0.1808360726
576	0.1807081348
577	0.1805581335
578	0.1803675835
579	0.1801617368
580	0.1799549074
581	0.1798613627
582	0.1797222778
583	0.1793975309
584	0.1790506356
585	0.1788546964
586	0.1784465658
587	0.1783591576
588	0.1782636085
589	0.1780119519
590	0.1777963753
591	0.1776327776
592	0.1772891936
593	0.1771683591
594	0.1770310052
595	0.1767383752
596	0.176465566
597	0.1762127692
598	0.176065904
599	0.1758479211
600	0.1756840783
601	0.1754584974
602	0.175328821
603	0.1750014839
604	0.1747427129
605	0.1743928756
606	0.1741085526
607	0.173929986
608	0.1736679182
609	0.1735535288
610	0.173315887
611	0.1732328645
612	0.1731412332
613	0.1730216337
614	0.1727392861
615	0.1724451058
616	0.1721304273
617	0.171782846
618	0.1716855245
619	0.1715016145
620	0.171362488
621	0.1711524807
622	0.1709928801
623	0.1707971354
624	0.1706099447
625	0.1703767447
626	0.1701059794
627	0.1700363967
628	0.1698005695
629	0.1695245419
630	0.1694292107
631	0.1693542314
632	0.1692233883
633	0.1688909468
634	0.1686921195
635	0.1684669627
636	0.1680736246
637	0.167818322
638	0.1675774496
639	0.1673714826
640	0.1672531968
641	0.1671489301
642	0.1669281922
643	0.1665897374
644	0.1663356547
645	0.1660064556
646	0.1657550312
647	0.1655082048
648	0.1653529763
649	0.1651451836
650	0.1650327049
651	0.1647493107
652	0.1645506522
653	0.1641891577
654	0.1640423182
655	0.1637734438
656	0.1635791143
657	0.1633613652
658	0.1632114096
659	0.1631133678
660	0.1629310752
661	0.162797812
662	0.162597477
663	0.1624462136
664	0.162197878
665	0.1620927342
666	0.1617895266
667	0.1616192824
668	0.1612843779
669	0.1611470505
670	0.161030554
671	0.1609105277
672	0.1607075548
673	0.1605476029
674	0.1603421267
675	0.1599721198
676	0.1598228755
677	0.1596729186
678	0.1595636087
679	0.1593895218
680	0.1591906143
681	0.1590815908
682	0.1588297463
683	0.1586734407
684	0.1583593443
685	0.1582291906
686	0.1580799688
687	0.1577121226
688	0.1575504784
689	0.1572708524
690	0.1570289108
691	0.1568402436
692	0.1567385142
693	0.1564382964
694	0.1562050228
695	0.1561065114
696	0.1558340749
697	0.1556650264
698	0.1554510072
699	0.1552209026
700	0.1550728812
701	0.1549275374
702	0.1548338767
703	0.1546564279
704	0.1544345622
705	0.1542437314
706	0.1540366428
707	0.1537311069
708	0.1536019524
709	0.1533882334
710	0.153113988
711	0.1529675469
712	0.15281659
713	0.1526767734
714	0.1525310594
715	0.1524474944
716	0.1522797792
717	0.1521495479
718	0.1521042133
719	0.1519729658
720	0.1518141484
721	0.1516651207
722	0.1514567571
723	0.1513362927
724	0.1511372114
725	0.1510406432
726	0.1509345438
727	0.1507289924
728	0.1504192744
729	0.1502676149
730	0.1500663475
731	0.1499296599
732	0.1497577333
733	0.1495752534
734	0.1494664657
735	0.1493553038
736	0.1492354785
737	0.1490813646
738	0.1488795469
739	0.1487690895
740	0.1486480628
741	0.1484821872
742	0.1484051229
743	0.1482033076
744	0.1480406574
745	0.1478305638
746	0.1476503686
747	0.1475672101
748	0.1473710854
749	0.1472738617
750	0.1471823588
751	0.1470544582
752	0.1469930227
753	0.1469086144
754	0.1467335516
755	0.1466433541
756	0.146459591
757	0.146333132
758	0.1461518906
759	0.1460036462
760	0.1458550853
761	0.1456112039
762	0.1454894654
763	0.1454003269
764	0.1452763178
765	0.1450364532
766	0.1449039208
767	0.1447596889
768	0.1446604745
769	0.1445578777
770	0.1444160946
771	0.1442603621
772	0.1440367238
773	0.1438467095
774	0.1437038102
775	0.1434820972
776	0.1432938826
777	0.1432231098
778	0.1430940708
779	0.1428766825
780	0.1425930719
781	0.1423204224
782	0.1421663612
783	0.14197699
784	0.1418913053
785	0.1417557243
786	0.1416319687
787	0.1415331272
788	0.1414494574
789	0.1412504122
790	0.1411194098
791	0.1409110105
792	0.1407161964
793	0.1406479288
794	0.1404318391
795	0.1402546695
796	0.1401224338
797	0.1399664173
798	0.1398419269
799	0.1396960423
800	0.1395092415
801	0.1393735429
802	0.1392849971
803	0.139133198
804	0.1390324395
805	0.1388666192
806	0.1387454433
807	0.138542235
808	0.1383879942
809	0.138147695
810	0.1380921748
811	0.1378803243
812	0.1377506875
813	0.1376665215
814	0.137556173
815	0.1374517421
816	0.1372784138
817	0.137143785
818	0.1369839911
819	0.1368546503
820	0.136653365
821	0.1365612209
822	0.136478762
823	0.1363631879
824	0.136222278
825	0.1360265063
826	0.1358983816
827	0.1356868286
828	0.1355107139
829	0.1354297324
830	0.1352335641
831	0.1351004282
832	0.1350098048
833	0.1349024473
834	0.1346785285
835	0.1345470241
836	0.1344351476
837	0.1343650892
838	0.1342051371
839	0.1341323352
840	0.1340453785
841	0.1339696554
842	0.1337952018
843	0.1336706779
844	0.1335640059
845	0.1334084884
846	0.1332970942
847	0.1331377754
848	0.1330329167
849	0.132971072
850	0.1327952099
851	0.1326291486
852	0.1324570431
853	0.1323733025
854	0.1321586335
855	0.1319502758
856	0.1318234393
857	0.1317111
858	0.131600522
859	0.1315143245
860	0.1314177334
861	0.1312908052
862	0.1311860812
863	0.1311187966
864	0.1309230625
865	0.1308458709
866	0.1307696711
867	0.1306235429
868	0.1305596052
869	0.1304466595
870	0.1303763708
871	0.1303086782
872	0.1301162356
873	0.1300443507
874	0.129910171
875	0.1297495642
876	0.1296732003
877	0.1295682177
878	0.1294725599
879	0.1293578474
880	0.1292977487
881	0.1291830468
882	0.1291294251
883	0.1289829412
884	0.1288278797
885	0.1287139529
886	0.1285856245
887	0.1283621349
888	0.1283086743
889	0.1282586409
890	0.1281160119
891	0.1279502931
892	0.1277153581
893	0.1275892471
894	0.1274805902
895	0.1272709996
896	0.127126631
897	0.1269309549
898	0.1267690106
899	0.1266527147
900	0.1264702805
901	0.1264255596
902	0.1263241048
903	0.1260875639
904	0.1259727409
905	0.1258472676
906	0.1257555771
907	0.1257103758
908	0.12565587
909	0.125612707
910	0.1255292215
911	0.1254146214
912	0.1252114258
913	0.1250788424
914	0.1249718709
915	0.1249088044
916	0.1247739702
917	0.1246408105
918	0.1245835409
919	0.1243465935
920	0.1242587899
921	0.1241088251
922	0.1239949844
923	0.1239237208
924	0.1238261973
925	0.123752276
926	0.1235554395
927	0.1234685027
928	0.1233848229
929	0.1231985459
930	0.1230534635
931	0.1229388777
932	0.1227837221
933	0.1227035105
934	0.1225319824
935	0.1223767371
936	0.1222666863
937	0.1221974787
938	0.1220701537
939	0.1219823658
940	0.1219260094
941	0.1217540841
942	0.1216341562
943	0.1215066702
944	0.1214565831
945	0.1213271367
946	0.1211524445
947	0.1209843246
948	0.1209002418
949	0.1207699736
950	0.1207150638
951	0.1205658683
952	0.1204166021
953	0.1202950859
954	0.120162243
955	0.1200732994
956	0.1200109078
957	0.1198692443
958	0.1197015938
959	0.1196193291
960	0.1195342884
961	0.1193756319
962	0.1192809869
963	0.1191082716
964	0.1190442591
965	0.1189201147
966	0.1188042002
967	0.1186581032
968	0.1186138792
969	0.1184112334
970	0.1182755388
971	0.1182173135
972	0.1181443884
973	0.1180105419
974	0.1179161864
975	0.117830846
976	0.1177059931
977	0.1175867122
978	0.1174801877
979	0.117385391
980	0.1172481511
981	0.1171134108
982	0.1170033856
983	0.1168646903
984	0.1167552026
985	0.1166680609
986	0.1165706004
987	0.1164565789
988	0.1163388202
989	0.1161977811
990	0.1159684365
991	0.1157581305
992	0.1156462222
993	0.1155342012
994	0.1154908828
995	0.115335262
996	0.1152012914
997	0.1150985532
998	0.1149654039
999	0.1148526052
